Seccion;Manzana;Parcela;SMP;Expediente;Nomenclacion par;Fecha de registro;Direccion;Comuna 1;Codigo postal;Codigo postal argentino;Tipo obra;Superficie (m2);Direccion normalizada;Lon;Lat;Calle;Altura;Barrio;Comuna;
 ; ; ; - - ;22512066/17;;2018-01-19;NUÑEZ 5091;Comuna 12;1431;C1431ANG;Obra Menor;373.12;NUÑEZ 5091;-58.49177336;-34.56298225;NUÑEZ;5091;Villa Urquiza;12;
53;11;2;053-011-002;13468394/18;16-53-11-2;2018-10-19;NUÑEZ 5116;Comuna 12;1431;C1431ANJ;Obra Menor;313.92;NUÑEZ 5116;-58.49210655;-34.56323087;NUÑEZ;5116;Villa Urquiza;12;
65;15;4;065-015-004;31110423/18;16-65-15-04;2019-02-14;NUÑEZ 6234;Comuna 12;1431;C1431AOH;Obra Menor;490.95;NUÑEZ 6234;-58.50562944;-34.56968076;NUÑEZ;6234;Villa Urquiza;12;
27;43;8;027-043-008;30161378/17;027-043-008;2018-11-02;O' HIGGINS 3480;Comuna 13;1429;C1429BBN;Obra Media;739.14;O'HIGGINS 3480;-58.46380103;-34.54815877;O'HIGGINS;3480;Nuñez;13;
27;47B;008a;027-47B-008a;16109075/18;16-027-47B-08a;2018-12-14;O ,HIGGINS 2721;Comuna 13;1428;C1428AGS;Obra Media;1361.91;O'HIGGINS 2721;-58.45788555;-34.55407604;O'HIGGINS;2721;Belgrano;13;
23;63;001b;023-063-001b;29788998/18;17-23-63-1b;2018-12-20;O,HIGGINS 1784/86;Comuna 13;1426;C1426BHJ;Obra Media;1380.18;O'HIGGINS 1784;-58.45037335;-34.56290475;O'HIGGINS;1784;Belgrano;13;
25;25;001e;025-025-001e;31275905/18;16-25-025-01E;2019-04-05;O,HIGGINS 2164;Comuna 13;1428;C1428AGH;Obra Media;1986.21;O'HIGGINS 2164;-58.45348996;-34.55929567;O'HIGGINS;2164;Belgrano;13;
16;27;47b07;016-027-47b07;26713817/16;16-27-47b07;2017-11-30;O,HIGGINS 2733/39;Comuna 13;1428;C1428AGS;Obra Mayor;7394.94;O'HIGGINS 2733;-58.45797487;-34.55397255;O'HIGGINS;2733;Belgrano;13;
 ; ; ; - - ;12502035/18;;2018-06-29;O,HIGGINS 2840;Comuna 13;1429;C1429BBB;Obra Media;1384.1;O'HIGGINS 2840;-58.45886111;-34.55306987;O'HIGGINS;2840;Nuñez;13;
27;40;26;027-040-026;15000541/18;16-27-40-26;2018-10-18;O,HIGGINS 3162;Comuna 13;1429;C1429BBH;Obra Media;2113.82;O'HIGGINS 3162;-58.46155083;-34.55034355;O'HIGGINS;3162;Nuñez;13;
 ; ; ; - - ;29959385/17;;2018-03-23;O,HIGGINS 3480;Comuna 13;1429;C1429BBN;Micro Obra;;O'HIGGINS 3480;-58.46380103;-34.54815877;O'HIGGINS;3480;Nuñez;13;
 ; ; ; - - ;15455929/17;;2018-04-03;O,HIGGINS 4155;Comuna 13;1429;C1429BCA;Obra Media;607;O'HIGGINS 4155;-58.46720684;-34.54288142;O'HIGGINS;4155;Nuñez;13;
18;37;18;018-037-018;25766318/17;3-18-37-18;2019-01-03;O.CRUZ 2663/65;Comuna 4;1293;C1293ADE;Obra Menor;343.2;CRUZ, OSVALDO AV. 2663;-58.38351957;-34.65430034;CRUZ, OSVALDO AV.;2663;Barracas;4;
75;110;4;075-110-004;10689229/17;16-75-110-4;2017-11-21;OB.SAN ALBERTO 2246;Comuna 12;1419;C1419FED;Obra Menor;102.9;OBISPO SAN ALBERTO 2246;-58.49853205;-34.5777072;OBISPO SAN ALBERTO;2246;Villa Pueyrredon;12;
83;205;22;083-205-022;6843290/18;15-83-205-022;2018-08-24;OB.SAN ALBERTO 3481;Comuna 11;1419;C1419FFQ;Obra Menor;104.09;OBISPO SAN ALBERTO 3481;-58.51349915;-34.58684967;OBISPO SAN ALBERTO;3481;Villa Devoto;11;
83;254A;8;083-254A-008;17716279/17;15-83-254A-8;2017-09-15;Ob.SANALBERTO 3250;Comuna 12;1419;C1419FFN;Obra Menor;357.02;OBISPO SAN ALBERTO 3250;-58.51043963;-34.58508216;OBISPO SAN ALBERTO;3250;Villa Pueyrredon;12;
 ; ; ; - - ;12299937/17;;2018-03-22;OLAVARRIETA 1625;Comuna 9;1440;C1440EUE;Obra Menor;133.92;OLAVARRIETA, DIEGO DE 1625;-58.51696962;-34.65611811;OLAVARRIETA, DIEGO DE;1625;Mataderos;9;
45;65;041a;045-065-041a;9256078/18;7-45-65-41a;2018-10-18;OLAYA 1078/80;Comuna 6;1405;C1405BEB;Obra Mayor;2824.93;OLAYA 1078;-58.44289346;-34.60704824;OLAYA;1078;Caballito;6;
 ; ; ; - - ;7857504/18;;2018-04-25;OLAZABAL 2242/44;Comuna 13;1428;C1428DHR;Obra Media;1972.54;OLAZABAL 2242;-58.45667234;-34.55923671;OLAZABAL;2242;Belgrano;13;
39;99;4;039-099-4;31708065/18;16-39-99-4/5;2019-01-02;OLAZABAL 2446;Comuna 13;1428;C1428DHT;Obra Mayor;4181.06;OLAZABAL 2446;-58.4587547;-34.56047563;OLAZABAL;2446;Belgrano;13;
39;99;5;039-099-5;31708065/18;16-39-99-4/5;2019-01-02;OLAZABAL 2446;Comuna 13;1428;C1428DHT;Obra Mayor;4181.06;OLAZABAL 2446;-58.4587547;-34.56047563;OLAZABAL;2446;Belgrano;13;
39;65;013a;039-065-013a;15566666/17;16-39-65-13A;2017-09-26;OLAZABAL 2957;Comuna 13;1428;C1428DHL;Obra Media;2422.02;OLAZABAL 2957;-58.46351161;-34.56319811;OLAZABAL;2957;Belgrano;13;
37;58;024c;037-058-024c;3029767/17;16-37-058-024C;2018-08-24;OLAZABAL 3073;Comuna 13;1428;C1428DHM;Obra Media;2359.1;OLAZABAL 3073;-58.46478721;-34.5639399;OLAZABAL;3073;Belgrano;13;
 ; ; ; - - ;29945087/17;;2018-06-15;OLAZABAL 3360/64;Comuna 13;1430;C1430BPN;Obra Media;1150.73;OLAZABAL 3360;-58.46764353;-34.56574586;OLAZABAL;3360;Belgrano;13;
51;125;001c;051-125-001c;29434123/17;16-51-125-1c;2018-11-15;OLAZABAL 3818;Comuna 12;1430;C1430BQR;Obra Menor;49.19;OLAZABAL AV. 3818;-58.47301893;-34.56904687;OLAZABAL AV.;3818;Villa Urquiza;12;
51;111;3;051-111-003;16903801/16;16-51-111-03;2017-11-09;OLAZABAL 4030 UF.1;Comuna 12;1430;C1430BQT;Micro Obra;5.51;OLAZABAL AV. 4030;-58.47492403;-34.57020118;OLAZABAL AV.;4030;Villa Urquiza;12;
51;91;23;051-091-023;3626149/17;16-51-91-23;2017-11-09;OLAZABAL 4339;Comuna 12;1430;C1430BQJ;Obra Menor;441.87;OLAZABAL AV. 4339;-58.4779863;-34.57186673;OLAZABAL AV.;4339;Villa Urquiza;12;
51;77;001c;051-077-001c;21515451/17;16-51-77-1c;2017-12-18;OLAZABAL 4504/38;Comuna 12;1431;C1431CGO;Obra Mayor;6871.68;OLAZABAL AV. 4504;-58.47996361;-34.5731633;OLAZABAL AV.;4504;Villa Urquiza;12;
51;66;13;051-066-013;30524944/18;16-51-66-13;2018-11-23;OLAZABAL 4671;Comuna 12;1431;C1431CGC;Obra Mayor;2515.11;OLAZABAL AV. 4671;-58.4814153;-34.57384699;OLAZABAL AV.;4671;Villa Urquiza;12;
51;58;28;051-058-028;28500435/17;16-51-58-28;2018-08-29;OLAZABAL 4853/55;Comuna 12;1431;C1431CGE;Obra Mayor;3142.63;OLAZABAL AV. 4853;-58.48363689;-34.57512752;OLAZABAL AV.;4853;Villa Urquiza;12;
51;41;003a;051-041-003a;24996978/18;16-051-041-03a;2019-03-07;OLAZABAL 5180/82;Comuna 12;1431;C1431CGU;Obra Media;2199.13;OLAZABAL AV. 5180;-58.48659349;-34.57697805;OLAZABAL AV.;5180;Villa Urquiza;12;
51;25;5;051-025-005;19759130/18;16-51-025-005;2018-12-05;OLAZABAL 5378/82;Comuna 12;1431;C1431CGW;Obra Mayor;2816.48;OLAZABAL AV. 5378;-58.4891043;-34.57843171;OLAZABAL AV.;5378;Villa Urquiza;12;
51;13;4;051-013-004;20210120/18;16-51-013-004;2018-12-10;OLAZABAL 5542/44;Comuna 12;1431;C1431CGY;Obra Mayor;6371.25;OLAZABAL AV. 5542;-58.49094896;-34.57953003;OLAZABAL AV.;5542;Villa Urquiza;12;
51;5;3;051-005-003;22085060/18;16-51-5-3;2018-12-20;OLAZABAL 5614/18;Comuna 12;1431;C1431CGZ;Micro Obra;3.86;OLAZABAL AV. 5614;-58.49190323;-34.58008766;OLAZABAL AV.;5614;Villa Urquiza;12;
 ; ; ; - - ;6758571/18;;2018-05-28;OLIDEN 1446/48;Comuna 9;1440;C1440CQD;Obra Menor;236.95;OLIDEN 1446;-58.5046447;-34.65250331;OLIDEN;1446;Mataderos;9;
 ; ; ; - - ;4882529/18;;2018-03-23;OLIDEN 1446/48;Comuna 9;1440;C1440CQD;SIN INFORMACION;;OLIDEN 1446;-58.5046447;-34.65250331;OLIDEN;1446;Mataderos;9;
76;162;025c;076-162-025c;27417258/17;1-76-162-25C;2018-10-26;OLIDEN 1675;Comuna 9;1440;C1440CQG;Obra Menor;95;OLIDEN 1675;-58.5022012;-34.65465346;OLIDEN;1675;Mataderos;9;
76;175;10;076-175-010;18289071/18;1-76-175-10;2019-05-17;OLIDEN 1966;Comuna 9;1440;C1440CQN;Obra Menor;295.43;OLIDEN 1966;-58.4992304;-34.65694776;OLIDEN;1966;Mataderos;9;
76;175;10;076-175-010;18289071/18;1-76-175-10;2018-11-07;OLIDEN 1966;Comuna 9;1440;C1440CQN;Micro Obra;;OLIDEN 1966;-58.4992304;-34.65694776;OLIDEN;1966;Mataderos;9;
 ; ; ; - - ;9891150/18;;2018-06-29;OLIDEN 4332;Comuna 8;1439;C1439FOF;Obra Media;1213.4;OLIDEN 4332;-58.4731981;-34.67725158;OLIDEN;4332;Villa Lugano;8;
72;128;016a;072-128-016a;21376917/16;1-72-128-16A;2018-11-07;OLIDEN 462;Comuna 9;1408;C1408HCJ;Obra Media;2260.71;OLIDEN 462;-58.51572571;-34.64366912;OLIDEN;462;Liniers;9;
 ; ; ; - - ;30423017/17;;2018-04-13;OLIDEN 632;Comuna 9;1408;C1408HCN;Obra Media;1613.43;OLIDEN 632;-58.5137234;-34.64521331;OLIDEN;632;Liniers;9;
74;127;9;074-127-009;29235625/17;1-74-127-9;2018-10-11;OLIDEN 741;Comuna 9;1408;C1408HCO;Obra Media;1400.88;OLIDEN 741;-58.51246646;-34.64628132;OLIDEN;741;Liniers;9;
54;5;11;054-005-011;6538304/18;01-54-005-011;2018-10-24;OLIVERA 1104/08;Comuna 9;1407;C1407INY;Obra Menor;84.73;OLIVERA AV. 1104;-58.48254811;-34.6509092;OLIVERA AV.;1104;Parque Avellaneda;9;
54;89;3;054-089-003;34657661/18;1-54-89-3;2019-01-02;OLIVERA 54;Comuna 10;1407;C1407INN;Obra Media;1522.22;OLIVERA AV. 54;-58.48740698;-34.6359008;OLIVERA AV.;54;Velez Sarsfield;10;
54;8;26;054-008-026;20488915/17;1-54-008-026;2018-10-25;OLIVERA 989;Comuna 9;1407;C1407INJ;Obra Menor;242.35;OLIVERA AV. 989;-58.48358304;-34.64936165;OLIVERA AV.;989;Parque Avellaneda;9;
23;111;011a;023-111-011a;9871296/18;17-23-111-11a;2018-11-07;OLLEROS 1750/60;Comuna 14;1426;C1426CRF;Micro Obra;;OLLEROS AV. 1750;-58.43771964;-34.56482569;OLLEROS AV.;1750;Palermo;14;
23;97;026a;023-097-026a;31681733/18;17-23-97-26a;2019-05-09;OLLEROS 1871/81;Comuna 14;1426;C1426CRG;Obra Mayor;7365.23;OLLEROS AV. 1871;-58.4391811;-34.5657692;OLLEROS AV.;1871;Palermo;14;
 ; ; ; - - ;19496889/18;;2018-06-19;OLLEROS 203/33;;;;Obra Menor;87.53;;;;;;;;
 ; ; ; - - ;8766478/17;;2018-06-15;OLLEROS 3423/25;Comuna 13;1426;C1426CSO;Obra Media;664.57;OLLEROS 3423;-58.44985916;-34.58052816;OLLEROS;3423;Colegiales;13;
33;40;10;033-040-010;15006013/18;17-33-40-10;2018-10-05;OLLEROS 3818;Comuna 15;1427;C1427EEH;Obra Menor;90.88;OLLEROS 3818;-58.45185478;-34.58411973;OLLEROS;3818;Chacarita;15;
91;12B;35;091-12B-035;34936364/18;15-91-12B-35;2019-04-11;OPORTO 6153;Comuna 10;1408;C1408CEA;Obra Menor;418.96;OPORTO 6153;-58.518128;-34.63135475;OPORTO;6153;Versalles;10;
45;20;6;045-020-006;29759718/17;7-45-020-6;2018-11-29;ORTEGA 940;Comuna 6;1405;C1405CTD;Obra Menor;196.18;ORTEGA 940;-58.44454349;-34.61480487;ORTEGA;940;Caballito;6;
45;116;2;045-116-002;21427826/18;7-45-116-2;2019-02-22;OTAMENDI 250;Comuna 6;1405;C1405BRB;Obra Media;903.62;OTAMENDI 250;-58.43266806;-34.6135484;OTAMENDI;250;Caballito;6;
 ; ; ; - - ;23287749/16;;2018-03-21;OTAMENDI 443;Comuna 6;1405;C1405BRE;Obra Menor;383.05;OTAMENDI 443;-58.43327613;-34.61172534;OTAMENDI;443;Caballito;6;
45;133B;010h;045-133B-010h;8881445/17;07-45-133B-10H;2017-09-26;OTAMENDI 579/83;Comuna 6;1405;C1405BRG;Obra Media;1819.71;OTAMENDI 579;-58.4341087;-34.60993085;OTAMENDI;579;Caballito;6;
93;197B;15;093-197B-015;33311587/18;15-93-197B-015;2019-05-17;OTAWA 2992;Comuna 10;1419;C1419CIB;Obra Media;507.89;OTTAWA 2992;-58.52661111;-34.61337135;OTTAWA;2992;Villa Real;10;
32;83;012a;032-083-012a;39432701/15;2-32-83-12a;2017-11-08;P. CHUTRO 3149/55;Comuna 4;1437;C1437IYK;Obra Media;1514.63;CHUTRO, PEDRO, PROF., DR. 3149;-58.40684252;-34.6423444;CHUTRO, PEDRO, PROF., DR.;3149;Parque Patricios;4;
98;01V;008a;098-01V-008a;34395907/15;21-98-1V-8a;2018-11-29;P. DIALESSI 1950;;;;Obra Mayor;51546.9;;;;;;;;
 ; ; ; - - ;24040748/17;;2018-01-31;P. I. RIVERA 5836;Comuna 12;1431;C1431BWB;Obra Mayor;4990;RIVERA, PEDRO I., DR. 5836;-58.49703172;-34.57687349;RIVERA, PEDRO I., DR.;5836;Villa Urquiza;12;
71;5;4;071-005-4;24870282/17;15-71-5-4,5,6b;2017-11-23;P. LOZANO 3151/67;Comuna 11;1417;C1417EDK;Obra Menor;300;LOZANO, PEDRO 3151;-58.49465203;-34.60094448;LOZANO, PEDRO;3151;Villa Del Parque;11;
71;5;5;071-005-5;24870282/17;15-71-5-4,5,6b;2017-11-23;P. LOZANO 3151/67;Comuna 11;1417;C1417EDK;Obra Menor;300;LOZANO, PEDRO 3151;-58.49465203;-34.60094448;LOZANO, PEDRO;3151;Villa Del Parque;11;
71;5;6b;071-005-6b;24870282/17;15-71-5-4,5,6b;2017-11-23;P. LOZANO 3151/67;Comuna 11;1417;C1417EDK;Obra Menor;300;LOZANO, PEDRO 3151;-58.49465203;-34.60094448;LOZANO, PEDRO;3151;Villa Del Parque;11;
42;40;023a;042-040-023a;9430251/18;5-42-40-23a;2018-11-06;P.GOYENA 1631;Comuna 6;1406;C1406GWF;Micro Obra;;GOYENA, PEDRO AV. 1631;-58.4511005;-34.62818902;GOYENA, PEDRO AV.;1631;Caballito;6;
40;96;4;040-096-004;19806883/17;6-40-96-4;2017-12-13;P.GOYENA 330;Comuna 6;1424;C1424BSQ;Obra Menor;126.93;GOYENA, PEDRO AV. 330;-58.43183864;-34.62569609;GOYENA, PEDRO AV.;330;Caballito;6;
40;33;12;040-033-012;24298326/17;6-40-33-12;2017-11-23;P.GOYENA 796;Comuna 6;1424;C1424BSU;Obra Mayor;3503.42;GOYENA, PEDRO AV. 796;-58.43893422;-34.626318;GOYENA, PEDRO AV.;796;Caballito;6;
 ; ; ; - - ;27306017/17;;2018-05-02;P.I.RIVERA 2837;Comuna 13;1428;C1428BQI;Obra Media;709.3;RIVERA, PEDRO I., DR. 2837;-58.46525371;-34.55908456;RIVERA, PEDRO I., DR.;2837;Belgrano;13;
41;59;3;041-059-003;28285933/18;16-41-59-3;2018-10-18;P.I.RIVERA 3222;Comuna 12;1428;C1428BQR;Obra Media;1596.17;RIVERA, PEDRO I., DR. 3222;-58.46928127;-34.56145668;RIVERA, PEDRO I., DR.;3222;Coghlan;12;
 ; ; ; - - ;21167993/15;;2018-02-21;P.I.RIVERA 3629;Comuna 12;1430;C1430BEG;Micro Obra;7.58;RIVERA, PEDRO I., DR. 3629;-58.47349829;-34.56372386;RIVERA, PEDRO I., DR.;3629;Coghlan;12;
16;63;65.21;016-063-65.21;25439321/18;16-63-65.21;2019-01-07;P.I.RIVERA 5535;Comuna 12;1431;C1431BVU;Obra Media;1390.2;RIVERA, PEDRO I., DR. 5535;-58.4933514;-34.57474148;RIVERA, PEDRO I., DR.;5535;Villa Urquiza;12;
63;4;18;063-004-018;11468056/17;16-63-004-018;2019-03-27;P.I.RIVERA 5847/51;Comuna 12;1431;C1431BWA;Obra Media;1854.62;RIVERA, PEDRO I., DR. 5847;-58.49731367;-34.57690736;RIVERA, PEDRO I., DR.;5847;Villa Urquiza;12;
71;64;3;071-064-003;21446953/18;15-71-64-3;2019-02-14;P.LOZANO 2722;Comuna 11;1417;C1417EDD;Obra Menor;313.16;LOZANO, PEDRO 2722;-58.48948565;-34.59796698;LOZANO, PEDRO;2722;Villa Del Parque;11;
81;116;14;081-116-014;25374745/18;15-81-116-14;2018-11-23;P.LOZANO 3655;Comuna 11;1417;C1417EEI;Obra Media;766.24;LOZANO, PEDRO 3655;-58.49990615;-34.60408176;LOZANO, PEDRO;3655;Villa Del Parque;11;
83;98;002e;083-098-002e;21941152/18;15-83-098-002E;2018-12-18;P.MORAN 3869;Comuna 11;1419;C1419HKS;Micro Obra;;MORAN, PEDRO 3869;-58.50910987;-34.6006351;MORAN, PEDRO;3869;Villa Devoto;11;
89;78;001b;089-078-001b;9388730/17;15-089-078-001B;2019-01-15;P.MORAN 4726;Comuna 11;1419;C1419HLN;Obra Menor;435.84;MORAN, PEDRO 4726;-58.51914757;-34.60693459;MORAN, PEDRO;4726;Villa Devoto;11;
89;78;7;089-078-007;31251013/18;15-89-78-7;2019-05-21;P.MORAN 4772/74;Comuna 11;1419;C1419HLN;Obra Media;642.93;MORAN, PEDRO 4772;-58.51967485;-34.60726084;MORAN, PEDRO;4772;Villa Devoto;11;
27;129;2;027-129-002;21071844/17;16-27-129-2;2017-12-12;P.RICCHIERI 3089;;;;Obra Menor;165.69;;;;;;;;
 ; ; ; - - ;14199915/18;;2018-06-29;PACHECO 1846;Comuna 12;1431;C1431FIB;Obra Media;1341.24;PACHECO 1846;-58.47844683;-34.5780212;PACHECO;1846;Villa Urquiza;12;
 ; ; ; - - ;30216232/17;;2018-05-28;PACHECO 2591;Comuna 12;1431;C1431FJA;Obra Media;1401.97;PACHECO 2591;-58.48529652;-34.57169983;PACHECO;2591;Villa Urquiza;12;
53;15;9;053-015-009;14263844/17;16-53-15-9;2017-10-24;PACHECO 2665/67;Comuna 12;1431;C1431FJC;Obra Mayor;3098.83;PACHECO 2665;-58.48576742;-34.57111228;PACHECO;2665;Villa Urquiza;12;
 ; ; ; - - ;30317005/17;;2018-04-16;PACHECO 2865;Comuna 12;1431;C1431FJG;Obra Media;1923.17;PACHECO 2865;-58.4870576;-34.56950816;PACHECO;2865;Villa Urquiza;12;
53;18;10;053-018-010;31808454/18;16-53-18-10;2019-04-10;PACHECO 2921/25;Comuna 12;1431;C1431FJI;Obra Media;1100.16;PACHECO 2921;-58.48741989;-34.56905618;PACHECO;2921;Villa Urquiza;12;
53;18;5;053-018-005;27606980/16;16-53-18-005;2017-10-11;PACHECO 2991;Comuna 12;1431;C1431FJI;Obra Media;997.36;PACHECO 2991;-58.48766483;-34.56875487;PACHECO;2991;Villa Urquiza;12;
 ; ; ; - - ;28509849/17;;2018-04-25;PACHECO 3091;Comuna 12;1431;C1431FJK;Obra Media;2302.78;PACHECO 3091;-58.48848997;-34.56769153;PACHECO;3091;Villa Urquiza;12;
53;27;25;053-027-025;34931904/18;156-53-027-025;2019-05-08;PACHECO 3505;Comuna 12;1431;C1431FJU;Obra Menor;158.83;PACHECO 3505;-58.491975;-34.5629749;PACHECO;3505;Villa Urquiza;12;
53;27;17;053-027-017;31959638/18;16-53-27-17;2019-03-28;PACHECO 3541;Comuna 12;1431;C1431FJU;Obra Media;1045.21;PACHECO 3541;-58.49235185;-34.56243914;PACHECO;3541;Villa Urquiza;12;
53;27;15;053-027-015;12668651/18;16-53-27-15;2018-10-12;PACHECO 3553;Comuna 12;1431;C1431FJU;Obra Menor;50.28;PACHECO 3553;-58.49244638;-34.56230476;PACHECO;3553;Villa Urquiza;12;
 ; ; ; - - ;26749795/16;;2018-03-08;PADILLA  959/63;Comuna 15;1414;C1414AGO;Obra Media;1993.13;PADILLA 959;-58.44522709;-34.59750856;PADILLA;959;Villa Crespo;15;
 ; ; ; - - ;17479059/17;;2018-06-15;PADILLA 1129/41;Comuna 15;1414;C1414AGS;Obra Media;583.52;PADILLA 1129;-58.44674599;-34.59613858;PADILLA;1129;Villa Crespo;15;
 ; ; ; - - ;10600717/18;;2018-04-19;PADILLA 686;Comuna 15;1414;C1414AGJ;Obra Media;1295.91;PADILLA 686;-58.44263333;-34.60000131;PADILLA;686;Villa Crespo;15;
 ; ; ; - - ;29118709/17;;2018-04-16;PADILLA 962/64;Comuna 15;1414;C1414AGP;Obra Media;1577.18;PADILLA 962;-58.4453371;-34.5975516;PADILLA;962;Villa Crespo;15;
10;117;3;010-117-003;13934025/17;4-10-117-3;2017-09-22;PADRE F.GROTE 753;Comuna 4;;;Obra Media;1348.76;PADRE FEDERICO GROTE 753;-58.36125004;-34.64233151;PADRE FEDERICO GROTE;753;Boca;4;
57;32;018c;057-032-018c;16873434/14;5-57-32-18C;2018-08-23;PAEZ 1711;Comuna 7;1406;C1406FQA;Obra Menor;84.51;PAEZ 1711;-58.45842707;-34.61660354;PAEZ;1711;Flores;7;
 ; ; ; - - ;28767735/17;;2018-04-27;PAEZ 1772;Comuna 7;1406;C1406FQB;Obra Media;1063.74;PAEZ 1772;-58.45897754;-34.61696788;PAEZ;1772;Flores;7;
 ; ; ; - - ;28767493/17;;2018-04-16;PAEZ 1961/65;Comuna 7;1406;C1406FQE;Obra Media;1351.72;PAEZ 1961;-58.46125431;-34.61793083;PAEZ;1961;Flores;7;
65;58;002g;065-058-002g;30045452/17;5-65-58-2g;2018-08-02;PAEZ 2632;Comuna 7;1406;C1406FQT;Obra Media;1556.42;PAEZ 2632;-58.46981583;-34.62109719;PAEZ;2632;Flores;7;
65;59;190;065-059-190;18493211/16;5-65-59-190;2017-10-18;PAEZ 264;;;;Obra Media;1044.2;;;;;;;;
65;29a;16;065-29a-016;30387599/18;5-65-29a-16;2019-03-14;PAEZ 2931;Comuna 7;1406;C1406FQY;Obra Media;575;PAEZ 2931;-58.47408865;-34.6223038;PAEZ;2931;Flores;7;
65;29B;22;065-29B-022;26396780/16;5-65-29B-22;2018-09-13;PAEZ 2957/59;Comuna 7;1406;C1406FQY;Obra Menor;137.21;PAEZ 2957;-58.47450979;-34.62241528;PAEZ;2957;Flores;7;
65;28;003a;065-028-003a;3699860/14;005-65-028-003A;2017-12-27;PAEZ 2958/66;Comuna 7;1406;C1406FQZ;Obra Mayor;2789.56;PAEZ 2958;-58.47434412;-34.62244924;PAEZ;2958;Flores;7;
65;029B;19;065-029B-019;23706324/17;5-65-029B-019;2018-09-12;PAEZ 2981/83;Comuna 7;1406;C1406FQY;Obra Media;1280.05;PAEZ 2981;-58.47478457;-34.62248876;PAEZ;2981;Flores;7;
65;19;019a;065-019-019a;15990341/17;5-65-019-019A;2019-02-25;PAEZ 3027;Comuna 7;1406;C1406FRA;Obra Media;2019.68;PAEZ 3027;-58.47568188;-34.62272669;PAEZ;3027;Flores;7;
65;18;7;065-018-007;26441579/18;5-65-18-7;2019-03-20;PAEZ 3078;Comuna 7;1406;C1406FRB;Obra Menor;392.46;PAEZ 3078;-58.47597629;-34.62288158;PAEZ;3078;Flores;7;
77;155;15;077-155-015;3169771/18;01-77-155-015;2018-07-13;PAEZ 3269;Comuna 10;1406;C1406FRE;Obra Media;847.39;PAEZ 3269;-58.47810319;-34.62336804;PAEZ;3269;Floresta;10;
77;154;009a;077-154-009a;9842154/18;1-77-154-009a;2018-10-11;PAEZ 3296;Comuna 10;1406;C1406FRF;Obra Menor;452.38;PAEZ 3296;-58.4783769;-34.62351802;PAEZ;3296;Floresta;10;
38;141;001c;038-141-001c;18599988/14;1-38-141-1c;2018-07-26;PAGOLA 4206/14;Comuna 4;1437;C1437IXN;Obra Media;1563.81;PAGOLA, CNEL. 4206;-58.42122173;-34.6437381;PAGOLA, CNEL.;4206;Nueva Pompeya;4;
38;141;3;038-141-003;28288516/18;1-38-141-003;2019-04-11;PAGOLA 4262/64;Comuna 4;1437;C1437IXN;Obra Media;1151.07;PAGOLA, CNEL. 4262;-58.42143386;-34.64377618;PAGOLA, CNEL.;4262;Nueva Pompeya;4;
17;61;13;017-061-013;10820376/18;7-17-061-013;2018-12-13;PALESTINA 883;Comuna 5;1182;C1182ADG;Micro Obra;;ESTADO DE PALESTINA 883;-58.42528143;-34.60049632;ESTADO DE PALESTINA;883;Almagro;5;
 ; ; ; - - ;30144798/17;;2018-04-24;PALME 4522;Comuna 12;;;Obra Menor;317.22;PALME, OLOF 4522;-58.49002071;-34.55035209;PALME, OLOF;4522;Saavedra;12;
37;150;8;037-150-008;29890179/17;17-37-150-8;2018-08-16;PALPA 2456/60;Comuna 13;1426;C1426DOD;Obra Mayor;4222.65;PALPA 2456;-58.44714683;-34.57008005;PALPA;2456;Colegiales;13;
37;151;16;037-151-016;9274476/18;17-37-151-16;2018-11-26;PALPA 2493/97;Comuna 13;1426;C1426DOC;Obra Media;1064.36;PALPA 2493;-58.44751183;-34.57036828;PALPA;2493;Colegiales;13;
37;109;27;037-109-027;23130745/16;17-37-109-27;2017-12-22;PALPA 2855/57;Comuna 13;1426;C1426DPA;Obra Media;1328.32;PALPA 2855;-58.44956492;-34.57326256;PALPA;2855;Colegiales;13;
 ; ; ; - - ;26507523/17;;2018-01-11;PALPA 3824/28;Comuna 15;1427;C1427EBH;Obra Menor;471.12;PALPA 3824;-58.45550432;-34.58287601;PALPA;3824;Chacarita;15;
7;44;001a;007-044-001a;29738862/17;20-07-44-1a;2018-08-29;PARAGUAY 1204/12;Comuna 1;1057;C1057AAT;Obra Menor;62.86;PARAGUAY 1204;-58.38431918;-34.59812149;PARAGUAY;1204;Retiro;1;
7;28;32;007-028-032;26604481/17;20-07-28-32;2017-12-01;PARAGUAY 1565;Comuna 2;1061;C1061ABC;Micro Obra;17.33;PARAGUAY 1565;-58.38916935;-34.59839841;PARAGUAY;1565;Recoleta;2;
11;42;0;011-042-000;26064003/17;19-11-42-00;2018-10-19;PARAGUAY 2150/52;Comuna 2;1121;C1121ABH;Obra Mayor;5870.29;PARAGUAY 2150;-58.39817425;-34.59843293;PARAGUAY;2150;Recoleta;2;
 ; ; ; - - ;1550134/18;;2018-04-16;PARAGUAY 2556;Comuna 2;1425;C1425BRB;Obra Media;1821.41;PARAGUAY 2556;-58.40444961;-34.59739607;PARAGUAY;2556;Recoleta;2;
15;133;21;015-133-021;18617423/18;19-15-133-21;2018-12-04;PARAGUAY 2589;Comuna 2;1425;C1425BRA;Obra Media;1590.37;PARAGUAY 2589;-58.40491386;-34.59724104;PARAGUAY;2589;Recoleta;2;
